,raceId,year,circuitId,driverId,constructorId,laps,fastestLap,fastestLapTime,fastestLapSpeed,first_5_avg_time,last_10_avg_time,lap_position_after_5,lap_position_before_last_10
0,1,2009,1,18,23,58,17,1:28.020,216.891,90824.4,105341.9,1,1
2591,1,2009,1,8,6,55,35,1:28.488,215.744,92750.0,96620.14285714286,5,15
1623,1,2009,1,16,10,58,43,1:28.943,214.640,106354.4,101145.6,18,13
1335,1,2009,1,3,3,58,48,1:27.706,217.668,93005.2,103590.3,6,7
1596,1,2009,1,7,5,58,50,1:29.823,212.537,96385.4,101347.2,15,12
986,1,2009,1,4,4,58,53,1:28.712,215.199,96294.0,104224.6,14,5
3827,1,2009,1,17,9,57,38,1:28.508,215.695,115913.4,108587.0,19,16
635,1,2009,1,15,7,58,50,1:28.916,214.706,96184.4,102363.9,13,9
891,1,2009,1,10,7,58,53,1:28.416,215.920,96474.4,104088.9,16,6
1751,1,2009,1,2,2,58,48,1:28.283,216.245,106238.4,100633.7,17,14
2178,1,2009,1,1,1,58,39,1:29.020,214.455,95524.8,102463.3,10,10
309,1,2009,1,22,23,58,43,1:29.066,214.344,93359.0,105081.1,7,3
1541,1,2009,1,67,5,58,34,1:29.230,213.950,95724.6,102526.4,11,11
5776,1,2009,1,9,2,55,36,1:27.988,216.970,92533.6,89540.57142857143,4,4
1935,1,2009,1,21,10,58,51,1:29.005,214.491,96077.2,102996.2,12,8
6009,1,2009,1,20,9,56,8,1:28.140,216.596,91684.0,98793.375,2,2
1546,2,2009,2,67,5,30,16,1:38.938,201.689,114732.0,121459.44444444444,18,14
3834,2,2009,2,17,9,31,14,1:37.672,204.304,102774.0,125400.5,7,10
1013,2,2009,2,4,4,31,17,1:39.006,201.551,102568.4,132579.9,5,5
1598,2,2009,2,7,5,31,17,1:39.242,201.072,104678.6,124089.2,15,16
1346,2,2009,2,3,3,31,13,1:37.598,204.459,99757.8,130366.5,1,2
6022,2,2009,2,20,9,30,10,1:38.427,202.737,103452.0,121687.77777777778,10,13
1631,2,2009,2,16,10,30,17,1:39.464,200.623,104898.6,122083.11111111112,16,18
2604,2,2009,2,8,6,31,17,1:38.453,202.683,102648.0,128790.2,6,15
8843,2,2009,2,6,3,31,17,1:39.387,200.778,104551.8,131593.3,14,11
325,2,2009,2,22,23,31,17,1:37.484,204.698,101675.4,127352.0,4,4
650,2,2009,2,15,7,31,12,1:37.591,204.473,100152.2,127286.9,2,3
2946,2,2009,2,13,6,31,17,1:39.250,201.055,103908.8,128671.4,12,8
896,2,2009,2,10,7,31,18,1:39.406,200.740,102971.2,120681.4,8,12
10388,2,2009,2,12,4,31,18,1:39.268,201.019,104321.2,132315.3,13,9
2180,2,2009,2,1,1,31,17,1:39.141,201.276,103626.4,127543.7,11,6
17,2,2009,2,18,23,31,18,1:36.641,206.483,100384.4,123813.3,3,1
1762,2,2009,2,2,2,31,17,1:39.084,201.392,103410.4,123356.2,9,7
1955,2,2009,2,21,10,29,16,1:39.407,200.738,105143.4,121884.375,17,17
34,3,2009,17,18,23,56,44,1:53.546,172.825,168648.8,117070.6,5,3
1363,3,2009,17,3,3,55,55,1:54.243,171.770,170836.2,122620.88888888888,10,15
1600,3,2009,17,7,5,56,43,1:53.474,172.934,172141.2,117877.5,15,13
901,3,2009,17,10,7,56,42,1:52.703,174.117,173998.0,117209.8,19,9
338,3,2009,17,22,23,56,42,1:52.592,174.289,168475.6,117530.0,4,4
3846,3,2009,17,17,9,56,42,1:52.980,173.690,168154.4,115432.1,3,2
10390,3,2009,17,12,4,54,42,1:55.535,169.849,172541.0,117520.25,16,17
2191,3,2009,17,1,1,56,39,1:54.665,171.138,170340.0,117925.7,8,5
1547,3,2009,17,67,5,56,42,1:54.590,171.250,170648.6,116918.9,9,10
1640,3,2009,17,16,10,50,41,1:54.777,170.971,174371.6,117007.0,20,7
1964,3,2009,17,21,10,55,37,1:56.239,168.821,172866.8,118311.22222222222,17,16
2611,3,2009,17,8,6,56,38,1:55.396,170.054,170144.6,117692.7,7,12
5784,3,2009,17,9,2,56,44,1:55.350,170.122,173314.8,116468.2,18,14
6024,3,2009,17,20,9,56,42,1:52.627,174.235,167896.0,115907.6,1,1
1773,3,2009,17,2,2,56,40,1:54.158,171.898,171028.8,119417.4,11,8
1019,3,2009,17,4,4,56,38,1:54.481,171.413,168052.0,117351.2,2,11
2479,3,2009,17,5,1,56,41,1:54.516,171.361,171285.4,116992.8,12,6
6037,4,2009,3,20,9,57,16,1:34.756,205.614,97256.0,95579.7,5,2
1781,4,2009,3,2,2,56,52,1:35.924,203.110,108755.6,96184.33333333331,20,20
346,4,2009,3,22,23,57,25,1:34.901,205.300,97510.0,98250.8,6,4
1034,4,2009,3,4,4,57,29,1:35.722,203.539,98412.4,96722.5,8,8
5793,4,2009,3,9,2,56,50,1:35.706,203.573,107355.0,96299.44444444444,18,19
3856,4,2009,3,17,9,57,50,1:35.165,204.730,99898.4,95962.9,11,11
1368,4,2009,3,3,3,57,37,1:35.816,203.339,98735.0,97194.0,9,9
1550,4,2009,3,67,5,56,38,1:36.473,201.954,102160.6,97278.44444444444,15,17
1967,4,2009,3,21,10,56,9,1:36.376,202.158,100103.6,98383.88888888888,12,14
907,4,2009,3,10,7,57,6,1:34.574,206.010,95383.4,96493.0,1,7
2204,4,2009,3,1,1,57,13,1:34.915,205.269,97057.4,96274.6,4,5
1602,4,2009,3,7,5,57,30,1:35.410,204.205,102448.4,95929.2,16,13
670,4,2009,3,15,7,57,10,1:34.556,206.049,95703.0,95663.7,2,3
2983,4,2009,3,13,6,56,41,1:35.065,204.946,105561.0,97484.22222222222,17,15
2485,4,2009,3,5,1,57,54,1:35.520,203.969,101668.8,96005.5,13,12
8848,4,2009,3,6,3,48,39,1:36.153,202.627,108565.8,98790.0,19,18
2625,4,2009,3,8,6,57,42,1:35.498,204.016,98236.6,96476.9,7,6
10391,4,2009,3,12,4,57,37,1:35.441,204.138,99775.6,96534.3,10,10
1646,4,2009,3,16,10,56,28,1:36.219,202.488,101816.4,98131.33333333331,14,16
47,4,2009,3,18,23,57,11,1:34.588,205.979,96391.2,96152.6,3,1
1049,5,2009,4,4,4,66,14,1:23.420,200.887,133800.8,85000.4,6,6
1785,5,2009,4,2,2,66,29,1:23.878,199.790,134124.8,85096.7,9,7
1378,5,2009,4,3,3,66,24,1:23.621,200.404,133920.4,86152.1,7,8
6051,5,2009,4,20,9,66,41,1:23.090,201.684,133593.0,84381.9,4,5
911,5,2009,4,10,7,65,44,1:24.134,199.182,134028.8,86127.55555555556,8,10
5798,5,2009,4,9,2,65,26,1:24.078,199.314,134427.8,86064.33333333333,12,11
2231,5,2009,4,1,1,65,29,1:23.839,199.883,134735.8,86095.33333333333,14,9
8850,5,2009,4,6,3,65,38,1:24.155,199.132,135031.0,86804.11111111111,16,13
1976,5,2009,4,21,10,65,63,1:23.796,199.985,134896.0,84208.88888888889,15,14
353,5,2009,4,22,23,66,28,1:22.762,202.484,133261.8,84775.5,1,2
10393,5,2009,4,12,4,65,41,1:24.286,198.823,134602.0,86155.77777777778,13,12
3865,5,2009,4,17,9,66,18,1:23.112,201.631,133754.0,84715.9,5,3
59,5,2009,4,18,23,66,17,1:22.899,202.149,133352.8,84513.0,2,1
2988,5,2009,4,13,6,66,14,1:23.089,201.687,133471.4,87637.9,3,4
1606,6,2009,6,7,5,78,47,1:16.178,157.840,83746.2,77115.7,13,8
1389,6,2009,6,3,3,78,48,1:15.772,158.686,81517.2,76809.7,6,6
3003,6,2009,6,13,6,78,50,1:15.154,159.991,81314.8,77112.1,5,4
2249,6,2009,6,1,1,77,65,1:15.706,158.824,84542.6,79111.33333333333,17,14
916,6,2009,6,10,7,77,72,1:16.066,158.073,85929.4,77998.88888888889,19,12
1659,6,2009,6,16,10,77,66,1:16.245,157.702,84134.0,77534.22222222222,14,15
694,6,2009,6,15,7,77,57,1:16.011,158.187,85532.6,79457.55555555556,18,13
3877,6,2009,6,17,9,78,45,1:15.321,159.636,81879.0,76768.5,8,5
1986,6,2009,6,21,10,78,74,1:16.419,157.343,84281.0,77189.8,15,9
372,6,2009,6,22,23,78,46,1:15.685,158.868,80174.2,77136.7,2,2
2661,6,2009,6,8,6,78,47,1:15.382,159.507,80529.2,77060.2,3,3
1797,6,2009,6,2,2,77,49,1:16.268,157.654,84487.0,80252.66666666667,16,11
1068,6,2009,6,4,4,78,64,1:15.371,159.530,82161.4,76443.8,9,7
8852,6,2009,6,6,3,76,73,1:15.792,158.644,82661.6,79855.625,10,10
75,6,2009,6,18,23,78,49,1:15.190,159.914,79858.2,77565.1,1,1
1086,7,2009,5,4,4,58,57,1:28.389,217.411,92298.6,89305.3,7,10
10397,7,2009,5,12,4,57,45,1:28.340,217.532,94500.0,89584.22222222222,16,16
1559,7,2009,5,67,5,57,57,1:28.624,216.835,95120.6,89473.66666666667,18,15
1665,7,2009,5,16,10,57,55,1:29.192,215.454,94255.4,89897.11111111111,15,17
2250,7,2009,5,1,1,58,53,1:28.562,216.986,94679.8,89359.5,17,13
707,7,2009,5,15,7,58,40,1:27.868,218.700,91320.4,88746.2,4,4
92,7,2009,5,18,23,58,40,1:27.579,219.422,89628.0,89778.7,1,1
3889,7,2009,5,17,9,58,42,1:27.809,218.847,90792.2,88458.8,3,3
2503,7,2009,5,5,1,57,41,1:29.174,215.497,93280.4,90100.22222222222,11,14
921,7,2009,5,10,7,58,56,1:27.883,218.663,93608.2,88396.9,13,8
1608,7,2009,5,7,5,57,53,1:29.022,215.865,95850.0,89423.33333333333,19,18
3018,7,2009,5,13,6,58,41,1:28.176,217.936,92051.4,88766.0,6,6
5805,7,2009,5,9,2,58,58,1:28.008,218.352,92541.0,88390.9,8,7
8853,7,2009,5,6,3,58,58,1:27.988,218.402,93091.6,88495.8,10,12
1807,7,2009,5,2,2,58,43,1:28.214,217.842,94083.6,88993.8,14,11
2679,7,2009,5,8,6,58,58,1:28.061,218.221,92701.8,88486.0,9,9
1400,7,2009,5,3,3,58,36,1:28.222,217.823,91746.4,88828.3,5,5
6080,7,2009,5,20,9,58,51,1:27.622,219.314,90139.8,89925.0,2,2
3896,8,2009,9,17,9,60,57,1:20.915,228.728,84010.8,82130.2,3,2
1406,8,2009,9,3,3,60,17,1:21.054,228.336,85038.0,82348.3,6,5
2686,8,2009,9,8,6,60,14,1:21.656,226.653,84770.8,83218.4,5,8
8855,8,2009,9,6,3,60,14,1:21.845,226.129,84512.2,83012.2,4,11
1562,8,2009,9,67,5,59,24,1:22.711,223.762,89110.4,84129.55555555556,18,18
10399,8,2009,9,12,4,59,25,1:22.505,224.320,88681.4,82757.88888888889,16,12
714,8,2009,9,15,7,60,17,1:21.806,226.237,85269.0,83243.4,7,7
99,8,2009,9,18,23,60,54,1:21.189,227.956,85382.0,81667.0,8,6
5811,8,2009,9,9,2,59,41,1:22.182,225.202,88392.2,82672.33333333333,14,13
1106,8,2009,9,4,4,59,36,1:21.852,226.110,88051.6,82629.0,13,14
3025,8,2009,9,13,6,60,22,1:21.509,227.062,85690.6,82379.9,9,4
6087,8,2009,9,20,9,60,16,1:20.735,229.238,82798.4,82415.1,1,1
2005,8,2009,9,21,10,60,20,1:21.810,226.226,86518.2,82938.1,11,10
398,8,2009,9,22,23,60,18,1:21.429,227.285,83839.2,82354.3,2,3
1672,8,2009,9,16,10,59,50,1:23.475,221.714,90763.6,83964.66666666667,20,17
925,8,2009,9,10,7,60,51,1:21.671,226.611,85924.0,82933.6,10,9
2273,8,2009,9,1,1,59,24,1:22.576,224.128,88460.0,84499.22222222222,15,16
1817,8,2009,9,2,2,59,59,1:21.956,225.823,87964.8,82394.11111111111,12,15
5815,9,2009,20,9,2,60,47,1:34.537,196.037,99761.4,96203.6,10,14
1676,9,2009,20,16,10,60,43,1:35.366,194.333,99226.4,96072.7,8,15
1417,9,2009,20,3,3,60,50,1:34.403,196.315,99566.6,95243.5,9,6
729,9,2009,20,15,7,60,52,1:33.654,197.885,106108.2,95669.0,19,17
10401,9,2009,20,12,4,60,46,1:34.876,195.337,101243.4,96149.2,15,13
2513,9,2009,20,5,1,60,59,1:35.524,194.011,98038.8,95968.9,3,9
417,9,2009,20,22,23,60,54,1:34.676,195.749,96272.4,97055.7,1,3
116,9,2009,20,18,23,60,53,1:34.252,196.630,98122.8,97124.8,4,2
8857,9,2009,20,6,3,60,49,1:34.238,196.659,101661.6,97935.5,17,8
2277,9,2009,20,1,1,59,46,1:35.367,194.331,118019.0,98201.66666666669,20,18
3908,9,2009,20,17,9,60,37,1:34.003,197.151,96416.2,95815.9,2,1
3040,9,2009,20,13,6,60,53,1:34.458,196.201,98324.8,95167.3,5,5
1113,9,2009,20,4,4,60,49,1:33.365,198.498,99850.8,94775.5,11,7
2019,9,2009,20,21,10,60,54,1:35.301,194.465,100261.2,95969.3,13,12
6103,9,2009,20,20,9,60,42,1:34.089,196.970,98406.6,95129.3,6,4
930,9,2009,20,10,7,60,40,1:35.369,194.327,101547.0,96194.7,16,10
1564,9,2009,20,67,5,60,24,1:36.279,192.490,100678.0,96892.9,14,16
1824,9,2009,20,2,2,60,42,1:34.559,195.991,100170.4,96166.1,12,11
3917,10,2009,11,17,9,70,65,1:21.931,192.498,86270.2,82662.8,3,4
2033,10,2009,11,21,10,69,40,1:23.174,189.621,89782.4,84372.33333333333,17,14
2716,10,2009,11,8,6,70,70,1:22.434,191.323,86440.8,82851.6,4,2
5817,10,2009,11,9,2,70,65,1:23.224,189.507,88883.8,83703.8,13,13
432,10,2009,11,22,23,70,55,1:23.024,189.964,89608.4,84123.6,16,10
1422,10,2009,11,3,3,70,65,1:22.468,191.245,86617.0,83176.1,5,5
2279,10,2009,11,1,1,70,16,1:22.479,191.219,85999.0,83410.6,2,1
127,10,2009,11,18,23,70,57,1:22.706,190.694,87607.2,83592.0,8,7
740,10,2009,11,15,7,70,65,1:23.261,189.423,88024.0,84146.0,10,8
1566,10,2009,11,67,5,69,69,1:22.955,190.122,89205.0,84202.33333333333,14,16
1833,10,2009,11,2,2,70,65,1:23.282,189.375,89347.6,83757.4,15,11
8858,10,2009,11,6,3,70,55,1:23.180,189.608,87784.8,84120.8,9,9
932,10,2009,11,10,7,70,63,1:22.506,191.157,88667.2,84961.6,12,3
2516,10,2009,11,5,1,70,63,1:22.958,190.115,87015.4,83371.6,6,6
5971,10,2009,11,153,5,69,69,1:23.444,189.008,90050.4,84600.11111111111,18,15
10402,10,2009,11,12,4,70,65,1:23.418,189.067,88495.8,83653.1,11,12
2522,11,2009,12,5,1,57,56,1:39.341,196.378,102919.2,99826.4,2,4
1687,11,2009,12,16,10,57,36,1:39.622,195.824,105601.4,100134.8,12,10
8861,11,2009,12,6,3,54,53,1:39.747,195.578,106300.4,100252.85714285714,14,18
3929,11,2009,12,17,9,57,50,1:39.528,196.009,104951.4,100098.2,8,9
2045,11,2009,12,21,10,57,53,1:40.111,194.867,105891.6,100601.1,13,12
1433,11,2009,12,3,3,57,52,1:39.329,196.401,104037.0,99574.3,6,5
5823,11,2009,12,9,2,57,55,1:39.374,196.312,105156.4,99746.5,10,8
451,11,2009,12,22,23,57,39,1:38.990,197.074,103283.6,99720.9,3,1
2295,11,2009,12,1,1,57,57,1:39.056,196.943,102301.2,99287.2,1,2
755,11,2009,12,15,7,57,52,1:39.941,195.199,106893.0,100532.3,15,13
1141,11,2009,12,4,4,57,46,1:39.494,196.076,104260.0,99989.8,7,6
5975,11,2009,12,153,5,56,29,1:40.935,193.276,107063.0,102590.33333333331,16,16
1844,11,2009,12,2,2,57,53,1:39.704,195.663,105404.8,100024.3,11,11
11041,11,2009,12,69,6,56,52,1:40.590,193.939,108838.0,101667.88888888888,17,17
937,11,2009,12,10,7,57,55,1:38.683,197.687,115330.8,101060.1,19,14
7064,11,2009,12,154,4,57,41,1:39.428,196.206,110775.8,100161.9,18,15
2735,11,2009,12,8,6,57,39,1:39.207,196.643,103518.6,99949.1,4,3
144,11,2009,12,18,23,57,46,1:38.874,197.305,105006.8,100086.2,9,7
942,12,2009,13,10,7,44,40,1:47.736,234.038,153995.6,108645.7,4,10
1691,12,2009,13,16,10,44,42,1:47.859,233.771,155943.8,108681.6,16,11
2738,12,2009,13,8,6,44,42,1:47.674,234.173,153259.4,107899.3,1,2
2527,12,2009,13,5,1,44,24,1:48.348,232.716,155154.8,108870.9,10,7
1572,12,2009,13,67,5,44,42,1:47.763,233.980,155252.6,108374.6,11,12
455,12,2009,13,22,23,44,37,1:48.257,232.912,155625.2,109068.0,13,8
2047,12,2009,13,21,10,44,43,1:47.737,234.036,153455.0,107922.2,2,3
1438,12,2009,13,3,3,44,41,1:47.766,233.973,154720.0,108238.3,8,9
6128,12,2009,13,20,9,44,38,1:47.263,235.070,154535.4,109464.2,7,1
11042,12,2009,13,69,6,44,41,1:49.803,229.633,155722.0,110720.0,14,14
3934,12,2009,13,17,9,44,39,1:47.783,233.936,154143.6,109859.0,5,6
5826,12,2009,13,9,2,44,41,1:47.664,234.195,153731.2,108076.0,3,4
8862,12,2009,13,6,3,44,42,1:48.205,233.024,155408.8,108588.6,12,13
1847,12,2009,13,2,2,44,35,1:47.371,234.834,154365.6,107813.9,6,5
164,13,2009,14,18,23,53,46,1:24.935,245.538,88963.8,85211.9,5,2
8864,13,2009,14,6,3,53,51,1:25.976,242.565,91587.6,94759.1,13,11
2755,13,2009,14,8,6,53,36,1:24.761,246.042,87449.4,86684.9,2,4
1854,13,2009,14,2,2,53,30,1:25.488,243.950,90778.4,89106.1,11,8
6143,13,2009,14,20,9,53,50,1:25.194,244.791,90540.8,88739.8,10,9
2533,13,2009,14,5,1,53,51,1:25.109,245.036,89933.4,87731.4,8,7
1456,13,2009,14,3,3,51,50,1:25.901,242.777,100215.4,88974.25,19,16
1162,13,2009,14,4,4,53,50,1:25.199,244.777,89650.2,88057.0,7,6
947,13,2009,14,10,7,53,50,1:25.751,243.201,92121.6,94752.8,15,13
7078,13,2009,14,154,4,52,51,1:25.609,243.605,93340.6,88017.22222222222,18,15
779,13,2009,14,15,7,52,49,1:25.700,243.346,91779.8,87884.88888888889,14,12
2058,13,2009,14,21,6,53,28,1:25.498,243.921,90941.4,88253.4,12,10
2329,13,2009,14,1,1,52,52,1:24.802,245.923,86879.2,85026.0,1,3
472,13,2009,14,22,23,53,48,1:24.967,245.445,88587.8,85419.0,4,1
1698,13,2009,14,16,10,53,36,1:24.739,246.106,87680.4,86665.2,3,5
6158,14,2009,15,20,9,61,10,1:48.398,168.479,111545.4,109877.6,3,5
1180,14,2009,15,4,4,61,53,1:48.240,168.725,113365.2,109966.5,6,4
2773,14,2009,15,8,6,61,54,1:48.391,168.490,115979.4,113201.0,13,6
5838,14,2009,15,9,2,61,44,1:48.847,167.784,113967.2,111316.7,8,9
181,14,2009,15,18,23,61,54,1:48.369,168.524,114868.6,112313.5,10,2
2330,14,2009,15,1,1,61,36,1:48.345,168.561,110943.0,110008.5,1,1
491,14,2009,15,22,23,61,50,1:48.598,168.168,113667.6,110249.0,7,7
8866,14,2009,15,6,3,61,45,1:49.371,166.980,115093.0,111259.8,11,11
2539,14,2009,15,5,1,61,36,1:49.283,167.114,114487.2,109888.6,9,8
952,14,2009,15,10,7,61,34,1:48.396,168.482,112764.2,110062.8,5,3
787,14,2009,15,15,7,61,54,1:48.816,167.831,117629.2,112957.2,18,10
2071,14,2009,15,21,6,61,49,1:49.417,166.910,117374.2,110809.0,16,13
1459,14,2009,15,3,3,61,9,1:48.352,168.550,111243.8,110435.2,2,12
5925,14,2009,15,24,10,61,48,1:49.852,166.249,117468.4,111766.6,17,14
8868,15,2009,22,6,3,53,26,1:34.783,220.558,98820.4,117167.3,14,16
2342,15,2009,22,1,1,53,13,1:33.259,224.162,94924.4,121414.4,2,3
495,15,2009,22,22,23,53,17,1:33.910,222.608,96431.8,119007.3,6,7
1191,15,2009,22,4,4,53,28,1:33.946,222.523,98925.2,117944.0,15,11
6170,15,2009,22,20,9,53,43,1:32.572,225.826,94426.0,122298.0,1,1
7099,15,2009,22,154,4,52,39,1:34.643,220.884,99721.8,126630.88888888888,18,17
2544,15,2009,22,5,1,53,35,1:33.801,222.867,97679.0,117361.0,8,13
1866,15,2009,22,2,2,53,13,1:33.600,223.346,95603.2,119704.0,4,6
3969,15,2009,22,17,9,51,50,1:32.569,225.833,124991.2,128622.125,19,18
190,15,2009,22,18,23,53,42,1:33.251,224.182,97868.2,118936.9,10,8
1468,15,2009,22,3,3,53,43,1:33.595,223.358,96764.0,120755.1,7,4
1711,15,2009,22,16,10,53,36,1:33.668,223.184,97789.0,117308.2,9,15
2783,15,2009,22,8,6,53,33,1:32.999,224.789,96219.6,120134.7,5,5
2073,15,2009,22,21,6,53,33,1:33.479,223.635,98318.4,117342.3,12,14
5928,15,2009,22,24,10,53,36,1:34.294,221.702,99152.0,117881.8,16,12
791,15,2009,22,15,7,53,38,1:33.152,224.420,95251.6,121611.9,3,2
5842,15,2009,22,9,2,53,44,1:33.334,223.982,98234.4,118071.8,11,10
512,16,2009,18,22,23,71,20,1:13.950,209.768,113832.6,77701.4,1,3
205,16,2009,18,18,23,71,46,1:14.353,208.631,114403.8,74785.8,9,6
2798,16,2009,18,8,6,71,47,1:14.558,208.058,114913.2,74904.2,15,7
5846,16,2009,18,9,2,71,38,1:14.155,209.188,114022.8,75317.9,4,2
1584,16,2009,18,67,5,71,58,1:14.563,208.044,114217.0,74816.0,5,8
6402,16,2009,18,155,7,71,71,1:14.676,207.729,114317.2,75444.7,7,11
3972,16,2009,18,17,9,71,25,1:13.733,210.386,113918.4,75089.7,2,1
2353,16,2009,18,1,1,71,59,1:14.345,208.654,114835.6,75048.6,14,4
5989,16,2009,18,153,5,70,59,1:14.861,207.216,114641.2,75115.11111111111,10,14
2084,16,2009,18,21,6,71,55,1:14.931,207.022,114802.8,76215.4,13,10
6181,16,2009,18,20,9,71,59,1:13.890,209.939,114658.6,74492.5,11,5
2548,16,2009,18,5,1,71,68,1:14.303,208.772,114966.0,77292.4,16,9
5932,16,2009,18,24,10,71,43,1:14.990,206.859,115135.0,75692.2,17,12
7105,16,2009,18,154,4,70,54,1:14.789,207.415,114369.6,75379.44444444444,8,13
6195,17,2009,24,20,9,55,54,1:40.279,199.387,104136.8,101545.8,2,1
1726,17,2009,24,16,10,54,34,1:40.904,198.152,110364.8,102711.0,20,18
1587,17,2009,24,67,5,55,55,1:40.326,199.294,107002.4,101159.4,10,8
7115,17,2009,24,154,4,54,47,1:42.274,195.498,109798.4,103240.66666666669,18,16
531,17,2009,24,22,23,55,54,1:40.449,199.050,105416.8,101183.3,5,4
2815,17,2009,24,8,6,55,54,1:40.843,198.272,108033.6,101642.3,12,12
5852,17,2009,24,9,2,55,54,1:40.924,198.113,105657.8,101466.6,6,10
1224,17,2009,24,4,4,55,54,1:40.757,198.441,109698.6,101947.5,17,14
6406,17,2009,24,155,7,55,55,1:40.779,198.398,107471.2,101196.4,11,6
222,17,2009,24,18,23,55,49,1:40.642,198.668,105054.0,101310.0,4,3
2555,17,2009,24,5,1,55,53,1:41.316,197.346,108228.4,101653.4,13,11
5937,17,2009,24,24,10,55,54,1:41.277,197.422,108825.4,102755.5,15,15
3984,17,2009,24,17,9,55,14,1:40.571,198.808,104693.4,101665.8,3,2
1884,17,2009,24,2,2,55,54,1:40.672,198.609,106408.4,101284.6,8,5
8872,17,2009,24,6,3,55,54,1:40.754,198.447,108557.0,101487.5,14,13
1488,17,2009,24,3,3,55,49,1:40.997,197.970,106741.2,101393.3,9,9
818,17,2009,24,15,7,55,49,1:40.723,198.508,106150.2,101141.0,7,7
2097,17,2009,24,21,6,54,54,1:41.132,197.705,109363.2,102614.55555555556,16,17
1752,18,2008,1,2,2,58,41,1:27.739,217.586,109694.8,89304.9,5,2
320,18,2008,1,22,11,58,44,1:28.736,215.141,110586.0,93940.1,7,3
2467,18,2008,1,5,1,58,43,1:27.418,218.385,109113.4,90121.8,3,7
2166,18,2008,1,1,1,58,39,1:27.452,218.300,108072.6,88809.4,1,1
8841,18,2008,1,6,3,57,50,1:29.639,212.974,113524.4,92013.77777777778,16,9
987,18,2008,1,4,4,58,58,1:28.603,215.464,111579.8,89992.7,10,8
2592,18,2008,1,8,6,53,20,1:27.903,217.180,110799.0,93643.8,8,6
1336,18,2008,1,3,3,58,41,1:28.090,216.719,109514.2,89322.3,4,4
1597,18,2008,1,7,5,55,22,1:29.534,213.224,113279.8,90174.57142857143,14,5
651,19,2008,2,15,7,56,53,1:36.068,207.715,100878.8,96573.0,6,4
2473,19,2008,2,5,1,56,19,1:35.922,208.031,101334.0,96590.9,7,3
1353,19,2008,2,3,3,55,55,1:36.782,206.182,113126.0,97378.0,20,14
3560,19,2008,2,14,9,56,55,1:36.206,207.417,102842.2,96662.6,10,9
10090,19,2008,2,19,8,55,55,1:38.171,203.265,105137.4,98883.44444444444,19,15
8844,19,2008,2,6,3,54,19,1:37.711,204.222,103808.4,100290.25,15,17
2596,19,2008,2,8,6,56,37,1:35.405,209.158,98982.6,96807.1,2,1
8884,19,2008,2,11,8,54,53,1:38.504,202.578,104959.6,99628.125,18,16
1763,19,2008,2,2,2,56,55,1:35.366,209.244,102043.2,96101.7,8,6
2181,19,2008,2,1,1,56,53,1:35.462,209.033,100761.2,96012.3,5,5
18,19,2008,2,18,11,56,56,1:35.715,208.481,103094.6,97399.1,11,10
1003,19,2008,2,4,4,56,40,1:36.288,207.240,102586.4,97183.2,9,8
1951,19,2008,2,21,10,55,52,1:36.962,205.800,104347.4,97436.66666666669,17,13
10387,19,2008,2,12,4,56,52,1:36.956,205.812,103157.6,97321.6,12,11
3835,19,2008,2,17,9,56,53,1:36.696,206.366,100490.6,97176.4,4,7
331,19,2008,2,22,11,55,55,1:36.693,206.372,104186.2,98725.33333333331,16,12
5780,19,2008,2,9,2,56,39,1:35.921,208.033,99887.8,96767.2,3,2
2486,20,2008,3,5,1,57,49,1:33.193,209.062,99120.2,96379.8,5,3
2626,20,2008,3,8,6,57,35,1:33.709,207.911,98439.6,94361.6,2,2
1648,20,2008,3,16,10,56,55,1:35.442,204.136,115297.8,96081.0,21,19
2975,20,2008,3,13,6,57,38,1:33.600,208.153,97694.4,94807.2,1,1
10094,20,2008,3,19,8,56,45,1:35.324,204.389,102977.0,96236.44444444444,17,16
2218,20,2008,3,1,1,56,25,1:35.520,203.969,107654.0,96231.77777777778,18,14
347,20,2008,3,22,11,57,40,1:34.855,205.399,100968.4,95664.9,12,11
8847,20,2008,3,6,3,56,30,1:35.433,204.155,102685.6,96666.11111111112,16,13
1603,20,2008,3,7,5,56,33,1:35.333,204.369,101832.4,95852.44444444444,13,15
3857,20,2008,3,17,9,57,51,1:34.305,206.597,100129.6,94949.8,8,7
1779,20,2008,3,2,2,57,48,1:33.565,208.231,98886.2,93900.5,4,5
3576,20,2008,3,14,9,56,43,1:35.351,204.331,108994.4,96032.44444444444,19,18
1035,20,2008,3,4,4,57,35,1:35.194,204.668,100275.0,95648.0,9,10
1968,20,2008,3,21,10,56,56,1:35.057,204.963,100871.6,95716.22222222222,11,12
671,20,2008,3,15,7,57,45,1:34.204,206.819,99811.6,95063.1,6,6
908,20,2008,3,10,7,57,56,1:34.807,205.503,100439.6,95341.5,10,9
1369,20,2008,3,3,3,57,57,1:34.072,207.109,99933.4,94832.7,7,8
5790,20,2008,3,9,2,57,55,1:33.775,207.765,98543.4,94070.3,3,4
8893,20,2008,3,11,8,56,56,1:35.891,203.180,102546.0,96502.33333333331,15,17
3866,21,2008,4,17,9,66,19,1:22.564,202.969,108447.8,83656.1,8,5
2989,21,2008,4,13,6,66,45,1:21.801,204.863,107169.2,83014.0,2,2
60,21,2008,4,18,11,66,66,1:22.353,203.489,109428.0,83639.6,12,6
