raceId,year,circuitId,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driverId,constructorId,grid,results_positionOrder,milliseconds,statusId,circuit_country,constructor_points,constructor_position,constructor_wins,constructor_nationality,driver_nationality,driver_points,driver_wins,driver_age,Unnamed: 0,qualifying_position,q1_time_ms,q2_time_ms,q3_time_ms,results_points
996,2018,1.229290699324443,1.0,0.0,1.0,0.0,0.0,0.9676135869987333,0.3353288605389491,16,16,1.0,0,10,-0.19965404735597214,5.0,-0.32510469363312444,-0.24425608780064,28,0.03651603723297392,-0.32510469363312444,0.95,7653,16.0,10176.0,27578.0,27352.0,0.0
1006,2018,2.286832822014212,1.0,0.0,0.0,0.0,0.0,0.9676135869987333,0.3353288605389491,13,18,1.0,0,34,-0.02511780276978501,6.0,-0.32510469363312444,-0.24425608780064,28,0.3744125545710464,-0.32510469363312444,1.0,7863,16.0,9794.0,27578.0,27352.0,0.0
1004,2018,2.460212484767925,0.0,0.0,0.0,0.0,1.0,0.9676135869987333,0.3353288605389491,16,14,1.0,0,24,-0.02511780276978501,6.0,-0.32510469363312444,-0.24425608780064,28,0.3744125545710464,-0.32510469363312444,1.0,7822,17.0,10004.0,27578.0,27352.0,0.0
992,2018,2.3197490341955587,0.0,0.0,0.0,0.0,1.0,0.9676135869987333,0.3353288605389491,12,7,0.07858899090741783,1,4,-0.23843987948623596,4.0,-0.32510469363312444,-0.24425608780064,28,-0.03857207773104219,-0.32510469363312444,0.95,7583,13.0,10410.0,10419.0,27352.0,6.0
989,2018,-0.1895057179584339,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,1,2,0.04463098408207655,1,2,-0.3741902919421593,2.0,-0.32510469363312444,2.6179637574946355,33,-0.22629236514108245,-0.32510469363312444,0.8,7525,1.0,9024.0,8251.0,8264.0,18.0
991,2018,0.5979591340445405,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,4,4,0.059493593534741485,1,9,0.2366865641094957,1.0,-0.32510469363312444,2.6179637574946355,33,0.2805524108660263,-0.32510469363312444,0.8,7566,4.0,9583.0,10014.0,9775.0,12.0
990,2018,0.5175657547047658,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,9,3,0.05058056931950594,1,5,-0.054207176867482866,2.0,-0.32510469363312444,2.6179637574946355,33,0.055288065973977944,-0.32510469363312444,0.8,7529,4.0,9296.0,9258.0,9020.0,15.0
993,2018,-0.15030112744030025,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,1,1,0.05856655785664816,1,28,0.8960457103239805,1.0,1.178955257938686,2.6179637574946355,33,1.2191538479162278,1.178955257938686,0.8,7595,1.0,8333.0,7866.0,7773.0,25.0
994,2018,0.015550846333984144,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,3,3,0.07686902328887354,1,19,1.1384571611381293,1.0,1.178955257938686,2.6179637574946355,33,1.500734279031288,1.178955257938686,0.8,7611,3.0,7660.0,7684.0,7332.0,15.0
998,2018,-0.24496233572859885,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,1,2,0.03962702041309338,1,33,2.0014419260364993,2.0,1.9309852337245912,2.6179637574946355,33,2.4956518023045016,1.9309852337245912,0.8,7689,1.0,9418.0,8856.0,9392.0,18.0
1000,2018,0.0990921520234939,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,1,1,0.06278523793664753,1,12,2.7577656525766434,1.0,3.4350451852964015,2.6179637574946355,33,3.4342532393547027,3.4350451852964015,0.8,7733,1.0,8119.0,9342.0,10158.0,25.0
1001,2018,0.12457265773136317,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,1,2,0.030650669432860073,1,6,3.048659393553622,1.0,3.4350451852964015,2.6179637574946355,33,3.7721497566927753,3.4350451852964015,0.8,7766,1.0,11177.0,10653.0,11979.0,18.0
1002,2018,0.11913893547465763,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,3,1,0.014361147072012914,1,14,3.4365177148562602,1.0,4.187075161082307,2.6179637574946355,33,4.241450475217876,4.187075161082307,0.8,7785,3.0,8810.0,8698.0,8194.0,25.0
1003,2018,1.3397699770252784,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,1,1,0.09588254763496329,1,26,3.7952866620612005,1.0,4.939105136868212,2.6179637574946355,33,4.7107511937429765,4.939105136868212,0.8,7791,1.0,10303.0,10044.0,9615.0,25.0
1005,2018,0.0167281389785979,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,1,1,0.03903314375460981,1,15,4.629182052861872,1.0,6.443165088440022,2.6179637574946355,33,5.649352630793177,6.443165088440022,0.8,7829,1.0,9502.0,8817.0,9460.0,25.0
1008,2018,-0.31208767471901755,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,1,1,0.03871627215703641,1,7,5.42429161153228,1.0,7.195195064225928,2.6179637574946355,33,6.625498125325387,7.195195064225928,0.8,7892,1.0,7264.0,7495.0,6981.0,25.0
1009,2018,1.517865065648031,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,1,1,0.06848999666959865,1,32,5.763667642672088,1.0,7.9472250400118325,2.6179637574946355,33,7.094798843850487,7.9472250400118325,0.8,7909,1.0,10428.0,10193.0,10194.0,25.0
995,2018,0.0579101455010459,0.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,4,5,0.04283251188189233,1,8,1.409957986049976,1.0,1.178955257938686,2.6179637574946355,33,1.6884545664413284,1.178955257938686,0.8,7647,4.0,7935.0,7840.0,7996.0,10.0
999,2018,-0.5579006706483937,0.0,0.0,0.0,1.0,1.0,3.0602105162399194,2.904284015210982,14,1,0.05142834746944186,1,11,2.4183896214368352,1.0,2.683015209510496,2.6179637574946355,33,2.9649525208296024,2.683015209510496,0.8,7715,14.0,7312.0,27578.0,27352.0,25.0
997,2018,1.0380731081789227,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,2,16,1.0,0,3,1.7105481850595206,2.0,1.9309852337245912,2.6179637574946355,33,2.157755284966429,1.9309852337245912,0.8,7677,2.0,6480.0,6877.0,6449.0,0.0
1007,2018,2.613914058303458,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,3,4,0.06877560117231393,1,18,5.0849155803924715,1.0,6.443165088440022,2.6179637574946355,33,6.1561974068002865,6.443165088440022,0.8,7887,3.0,8173.0,8144.0,8294.0,12.0
996,2018,1.229290699324443,1.0,0.0,1.0,0.0,0.0,3.0602105162399194,2.904284015210982,1,1,0.045941348795103254,1,10,1.7105481850595206,1.0,1.9309852337245912,2.6179637574946355,33,2.157755284966429,1.9309852337245912,0.8,7655,1.0,9371.0,9645.0,9029.0,25.0
1006,2018,2.286832822014212,1.0,0.0,0.0,0.0,0.0,3.0602105162399194,2.904284015210982,1,3,0.05583268830915,1,34,4.871593503676021,1.0,6.443165088440022,2.6179637574946355,33,5.930933061908238,6.443165088440022,0.8,7857,1.0,9530.0,9780.0,9437.0,15.0
1004,2018,2.460212484767925,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,2,1,0.039354889690164874,1,24,4.212234357461536,1.0,5.691135112654117,2.6179637574946355,33,5.180051912268077,5.691135112654117,0.8,7809,2.0,9610.0,9795.0,9632.0,25.0
992,2018,2.3197490341955587,0.0,0.0,0.0,0.0,1.0,3.0602105162399194,2.904284015210982,2,1,0.07815580888727341,1,4,0.4790980149236445,2.0,0.4269252821527808,2.6179637574946355,33,0.7498531293911269,0.4269252821527808,0.8,7572,2.0,10893.0,10876.0,10777.0,25.0
989,2018,-0.1895057179584339,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,2,3,0.04468143149874876,1,2,-0.19965404735597214,1.0,-0.32510469363312444,0.2448536530990728,40,-0.2826084513640945,-0.32510469363312444,1.0,7523,2.0,8396.0,8707.0,8928.0,15.0
991,2018,0.5979591340445405,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,2,3,0.0592024013762911,1,9,0.22699010607692974,2.0,-0.32510469363312444,0.2448536530990728,40,-0.0010280202490341346,-0.32510469363312444,1.0,7559,2.0,9674.0,9486.0,9282.0,15.0
990,2018,0.5175657547047658,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,2,18,1.0,0,5,0.042757403458176656,1.0,-0.32510469363312444,0.2448536530990728,40,-0.2826084513640945,-0.32510469363312444,1.0,7546,2.0,9751.0,9315.0,8901.0,0.0
993,2018,-0.15030112744030025,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,4,17,1.0,0,28,0.6342413434446997,2.0,-0.32510469363312444,0.2448536530990728,40,0.3368684970890383,-0.32510469363312444,1.0,7593,4.0,8183.0,7771.0,8212.0,0.0
994,2018,0.015550846333984144,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,4,4,0.07691316973205722,1,19,0.9251350844216784,2.0,-0.32510469363312444,0.2448536530990728,40,0.5621328419810867,-0.32510469363312444,1.0,7618,4.0,7839.0,7491.0,7366.0,12.0
998,2018,-0.24496233572859885,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,3,3,0.039682025137634636,1,33,2.195371086687818,1.0,-0.32510469363312444,0.2448536530990728,40,1.6133664514773123,-0.32510469363312444,1.0,7702,3.0,9249.0,9083.0,9490.0,15.0
1000,2018,0.0990921520234939,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,3,3,0.06358181572339375,1,12,2.660801072250984,2.0,-0.32510469363312444,0.2448536530990728,40,2.176527313707433,-0.32510469363312444,1.0,7744,3.0,8226.0,9962.0,9786.0,15.0
1001,2018,0.12457265773136317,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,6,17,1.0,0,6,2.903212523065133,2.0,-0.32510469363312444,0.2448536530990728,40,2.176527313707433,-0.32510469363312444,1.0,7757,6.0,10785.0,10633.0,12871.0,0.0
1002,2018,0.11913893547465763,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,1,2,0.014706115463318098,1,14,3.1941062640421114,2.0,-0.32510469363312444,0.2448536530990728,40,2.5144238310455056,-0.32510469363312444,1.0,7769,1.0,8722.0,8746.0,8019.0,18.0
1003,2018,1.3397699770252784,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,5,5,0.09798291175989915,1,26,3.4365177148562602,2.0,-0.32510469363312444,0.2448536530990728,40,2.702144118455546,-0.32510469363312444,1.0,7793,5.0,10334.0,9894.0,10394.0,10.0
1005,2018,0.0167281389785979,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,4,5,0.04105413146509601,1,15,3.8728583263217278,2.0,-0.32510469363312444,0.2448536530990728,40,3.1151287507576346,-0.32510469363312444,1.0,7847,4.0,9531.0,9395.0,9421.0,10.0
1008,2018,-0.31208767471901755,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,4,3,0.03890506358910739,1,7,4.774628923350361,2.0,0.4269252821527808,0.2448536530990728,40,4.1475903315128555,0.4269252821527808,1.0,7903,4.0,7252.0,6828.0,7156.0,15.0
1009,2018,1.517865065648031,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,4,19,1.0,0,32,4.949165167936549,2.0,0.4269252821527808,0.2448536530990728,40,4.1475903315128555,0.4269252821527808,1.0,7914,4.0,9710.0,10335.0,9865.0,0.0
995,2018,0.0579101455010459,0.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,5,6,0.043055423679835086,1,8,1.245118199496355,2.0,-0.32510469363312444,0.2448536530990728,40,0.7123090719091189,-0.32510469363312444,1.0,7629,5.0,7825.0,7720.0,7195.0,8.0
999,2018,-0.5579006706483937,0.0,0.0,0.0,1.0,1.0,1.1001967027776145,1.2789640980588122,3,3,0.05169512830921974,1,11,2.3408179571763075,2.0,-0.32510469363312444,0.2448536530990728,40,1.8949468825923728,-0.32510469363312444,1.0,7710,3.0,7705.0,7536.0,7647.0,15.0
997,2018,1.0380731081789227,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,3,2,0.02637040625348236,1,3,1.8075127653851801,1.0,-0.32510469363312444,0.2448536530990728,40,1.3317860203622518,-0.32510469363312444,1.0,7671,4.0,6634.0,7275.0,6960.0,18.0
1007,2018,2.613914058303458,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,6,3,0.06763334167650911,1,18,4.551610388601345,2.0,0.4269252821527808,0.2448536530990728,40,3.8660099003977955,0.4269252821527808,1.0,7870,6.0,8046.0,8496.0,7830.0,15.0
996,2018,1.229290699324443,1.0,0.0,1.0,0.0,0.0,1.1001967027776145,1.2789640980588122,6,3,0.046967258239572984,1,10,1.4875296503105038,2.0,-0.32510469363312444,0.2448536530990728,40,0.9938895030241793,-0.32510469363312444,1.0,7667,6.0,9667.0,9772.0,9157.0,15.0
1006,2018,2.286832822014212,1.0,0.0,0.0,0.0,0.0,1.1001967027776145,1.2789640980588122,2,1,0.05573987774367764,1,34,4.2316272735266685,2.0,0.4269252821527808,0.2448536530990728,40,3.584429469282735,0.4269252821527808,1.0,7854,3.0,10103.0,10084.0,9507.0,25.0
1004,2018,2.460212484767925,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,4,4,0.04001046833431901,1,24,3.6983220817355407,2.0,-0.32510469363312444,0.2448536530990728,40,2.9274084633475943,-0.32510469363312444,1.0,7819,4.0,9641.0,9365.0,9437.0,12.0
992,2018,2.3197490341955587,0.0,0.0,0.0,0.0,1.0,1.1001967027776145,1.2789640980588122,6,2,0.07825329564690706,1,4,0.5178838470539083,1.0,-0.32510469363312444,0.2448536530990728,40,0.3368684970890383,-0.32510469363312444,1.0,7577,6.0,10738.0,10710.0,10690.0,18.0
989,2018,-0.1895057179584339,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,3,1,0.04443141362617614,1,2,-0.19965404735597214,1.0,0.4269252821527808,0.2448536530990728,11,-0.09488816395405426,0.4269252821527808,0.6499999999999999,7516,3.0,8648.0,9044.0,8938.0,25.0
991,2018,0.5979591340445405,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,1,8,0.060218839546146014,1,9,0.22699010607692974,2.0,1.178955257938686,0.2448536530990728,11,0.4495006695350625,1.178955257938686,0.6499999999999999,7562,1.0,9371.0,9585.0,9195.0,4.0
990,2018,0.5175657547047658,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,1,1,0.05032250680782535,1,5,0.042757403458176656,1.0,1.178955257938686,0.2448536530990728,11,0.3744125545710464,1.178955257938686,0.6499999999999999,7533,1.0,8960.0,9141.0,9658.0,25.0
993,2018,-0.15030112744030025,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,3,4,0.05965967768499539,1,28,0.6342413434446997,2.0,1.178955257938686,0.2448536530990728,11,0.9000293593191592,1.178955257938686,0.6499999999999999,7606,3.0,7731.0,8402.0,7905.0,12.0
994,2018,0.015550846333984144,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,2,2,0.07648553573888384,1,19,0.9251350844216784,2.0,1.178955257938686,0.2448536530990728,11,1.2379258766572319,1.178955257938686,0.6499999999999999,7612,2.0,7615.0,7618.0,7139.0,18.0
998,2018,-0.24496233572859885,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,2,1,0.03953730089121918,1,33,2.195371086687818,1.0,2.683015209510496,0.2448536530990728,11,2.645828032232534,2.683015209510496,0.7,7688,2.0,9185.0,8972.0,9436.0,25.0
1000,2018,0.0990921520234939,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,4,2,0.06346380126396733,1,12,2.660801072250984,2.0,2.683015209510496,0.2448536530990728,11,2.9837245495706064,2.683015209510496,0.7,7732,4.0,8266.0,9436.0,9810.0,18.0
1001,2018,0.12457265773136317,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,2,1,0.03021233567338541,1,6,2.903212523065133,2.0,3.4350451852964015,0.2448536530990728,11,3.4530252680957068,3.4350451852964015,0.7,7761,2.0,10335.0,10601.0,12705.0,25.0
1002,2018,0.11913893547465763,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,2,4,0.015001191240648193,1,14,3.1941062640421114,2.0,3.4350451852964015,0.2448536530990728,11,3.678289612987755,3.4350451852964015,0.7,7786,2.0,8542.0,8529.0,8180.0,12.0
1003,2018,1.3397699770252784,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,3,3,0.09746706413788653,1,26,3.4365177148562602,2.0,3.4350451852964015,0.2448536530990728,11,3.9598700441028156,3.4350451852964015,0.7,7803,3.0,10018.0,10576.0,10228.0,15.0
1005,2018,0.0167281389785979,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,8,6,0.041802124387081696,1,15,3.8728583263217278,2.0,3.4350451852964015,0.2448536530990728,11,4.391626705145908,3.4350451852964015,0.7,7832,9.0,8949.0,9079.0,9392.0,8.0
1008,2018,-0.31208767471901755,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,2,6,0.03978612990086941,1,7,4.774628923350361,2.0,3.4350451852964015,0.2448536530990728,11,5.104963797304061,3.4350451852964015,0.7,7898,2.0,7252.0,7476.0,7074.0,8.0
1009,2018,1.517865065648031,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,3,2,0.0685922785096858,1,32,4.949165167936549,2.0,3.4350451852964015,0.2448536530990728,11,5.442860314642133,3.4350451852964015,0.7,7915,3.0,10375.0,9945.0,9625.0,18.0
995,2018,0.0579101455010459,0.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,1,1,0.04197815535711935,1,8,1.245118199496355,2.0,1.9309852337245912,0.2448536530990728,11,1.7072265951823324,1.9309852337245912,0.6499999999999999,7645,1.0,7810.0,7624.0,7764.0,25.0
999,2018,-0.5579006706483937,0.0,0.0,0.0,1.0,1.0,2.8964808321354103,1.2789640980588122,1,18,1.0,0,11,2.3408179571763075,2.0,2.683015209510496,0.2448536530990728,11,2.645828032232534,2.683015209510496,0.7,7711,1.0,7738.0,7705.0,7312.0,0.0
997,2018,1.0380731081789227,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,6,3,0.02643686369084236,1,3,1.8075127653851801,1.0,1.9309852337245912,0.2448536530990728,11,2.176527313707433,1.9309852337245912,0.6499999999999999,7685,3.0,6747.0,6844.0,6764.0,15.0
1007,2018,2.613914058303458,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,4,2,0.06634152322507123,1,18,4.551610388601345,2.0,3.4350451852964015,0.2448536530990728,11,4.954787567376028,3.4350451852964015,0.7,7875,4.0,7689.0,8215.0,8370.0,18.0
996,2018,1.229290699324443,1.0,0.0,1.0,0.0,0.0,2.8964808321354103,1.2789640980588122,3,5,0.048395756298318354,1,10,1.4875296503105038,2.0,1.9309852337245912,0.2448536530990728,11,1.8949468825923728,1.9309852337245912,0.6499999999999999,7651,3.0,9920.0,9751.0,9400.0,10.0
1006,2018,2.286832822014212,1.0,0.0,0.0,0.0,0.0,2.8964808321354103,1.2789640980588122,5,4,0.05646199308271996,1,34,4.2316272735266685,2.0,3.4350451852964015,0.2448536530990728,11,4.616891050037957,3.4350451852964015,0.7,7853,2.0,9969.0,9379.0,9498.0,12.0
1004,2018,2.460212484767925,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,3,3,0.03965159024682219,1,24,3.6983220817355407,2.0,3.4350451852964015,0.2448536530990728,11,4.241450475217876,3.4350451852964015,0.7,7825,3.0,9776.0,9345.0,10043.0,15.0
992,2018,2.3197490341955587,0.0,0.0,0.0,0.0,1.0,2.8964808321354103,1.2789640980588122,1,4,0.0783669905710489,1,4,0.5178838470539083,1.0,1.178955257938686,0.2448536530990728,11,0.6747650144271108,1.178955257938686,0.6499999999999999,7587,1.0,10962.0,10315.0,10598.0,12.0
989,2018,-0.1895057179584339,1.0,0.0,0.0,0.0,0.0,0.028150001204582383,-0.1562205151132002,12,11,0.04628671347404925,1,2,-0.5875123686586102,6.0,-0.32510469363312444,-0.19540151335362035,18,-0.5641888824791549,-0.32510469363312444,0.55,7526,13.0,8744.0,8405.0,27352.0,0.0
991,2018,0.5979591340445405,1.0,0.0,0.0,0.0,0.0,0.028150001204582383,-0.1562205151132002,8,12,0.060592895450284984,1,9,-0.5778159106260443,9.0,-0.32510469363312444,-0.19540151335362035,18,-0.5641888824791549,-0.32510469363312444,0.55,7549,8.0,9764.0,10131.0,9958.0,0.0
990,2018,0.5175657547047658,1.0,0.0,0.0,0.0,0.0,0.028150001204582383,-0.1562205151132002,12,16,1.0,0,5,-0.5778159106260443,9.0,-0.32510469363312444,-0.19540151335362035,18,-0.5641888824791549,-0.32510469363312444,0.55,7545,12.0,9218.0,9156.0,27352.0,0.0
993,2018,-0.15030112744030025,0.0,0.0,0.0,0.0,1.0,0.028150001204582383,-0.1562205151132002,15,9,1.0,0,28,-0.4129761240724231,7.0,-0.32510469363312444,-0.19540151335362035,18,-0.24506439388208648,-0.32510469363312444,0.55,7592,15.0,8540.0,7998.0,27352.0,2.0
994,2018,0.015550846333984144,0.0,0.0,0.0,0.0,1.0,0.028150001204582383,-0.1562205151132002,9,12,0.07898710147135257,1,19,-0.3354044598118955,6.0,-0.32510469363312444,-0.19540151335362035,18,-0.24506439388208648,-0.32510469363312444,0.55,7616,9.0,8048.0,7394.0,7354.0,0.0
998,2018,-0.24496233572859885,1.0,0.0,0.0,0.0,0.0,0.028150001204582383,-0.1562205151132002,12,10,0.040912736034863145,1,33,-0.11238592506287857,6.0,-0.32510469363312444,-0.19540151335362035,18,-0.1136601926950583,-0.32510469363312444,0.55,7703,12.0,9010.0,9628.0,27352.0,1.0
