raceId,year,circuitId,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driverId,constructorId,grid,results_positionOrder,circuit_country,constructor_wins,constructor_nationality,driver_nationality,driver_wins,driver_age,results_points
503,1980,0.3458976620940437,0.0,0.0,1.0,1.0,0.0,-0.4651622445909126,0.48136804820822493,10,19,19,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
499,1980,0.3355812414266881,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,13,5,7,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.26086956521739135,2.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,12,13,8,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
506,1980,-0.6410837445045687,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,14,11,11,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,24,7,14,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,12,7,3,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
498,1980,0.7835117311437221,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,12,6,1,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.26086956521739135,1.0
500,1980,0.04840430357600734,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,0,20,27,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
504,1980,-0.508198080411075,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,7,20,10,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
505,1980,-0.36399729096431066,1.0,0.0,0.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,7,6,33,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,1.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,18,6,21,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,1.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,19,18,6,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,-0.4651622445909126,0.48136804820822493,13,20,34,-0.33081328628304274,-0.35019900426461786,10,-0.33081328628304274,0.30434782608695654,0.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,-0.3997860813704517,0.604719245177524,0,20,14,-0.33081328628304274,-0.35019900426461786,33,-0.33081328628304274,0.3913043478260869,0.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,-0.3997860813704517,0.604719245177524,24,17,3,-0.33081328628304274,-0.35019900426461786,33,-0.33081328628304274,0.3913043478260869,0.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,-0.3997860813704517,0.604719245177524,16,20,21,-0.33081328628304274,-0.35019900426461786,33,-0.33081328628304274,0.3913043478260869,0.0
503,1980,0.3458976620940437,0.0,0.0,1.0,1.0,0.0,-0.9399354311862218,-1.1194768234466195,11,8,19,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
499,1980,0.3355812414266881,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,14,6,7,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.30434782608695654,1.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,11,20,8,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
506,1980,-0.6410837445045687,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,10,9,11,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,7,17,14,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,18,14,3,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
498,1980,0.7835117311437221,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,7,14,1,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.30434782608695654,0.0
500,1980,0.04840430357600734,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,11,20,27,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.30434782608695654,0.0
504,1980,-0.508198080411075,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,18,9,10,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
505,1980,-0.36399729096431066,1.0,0.0,0.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,21,9,33,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,14,15,21,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,16,14,6,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
501,1980,-0.43973298750516154,1.0,0.0,0.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,8,2,34,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.30434782608695654,6.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,-0.9399354311862218,-1.1194768234466195,20,20,34,-0.33081328628304274,-0.35019900426461786,14,-0.33081328628304274,0.34782608695652173,0.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,-0.3836669501229539,1.3315710417056412,8,18,8,-0.33081328628304274,2.861652089563481,14,-0.33081328628304274,0.13043478260869568,0.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,-0.3836669501229539,1.3315710417056412,10,20,34,-0.33081328628304274,2.861652089563481,14,-0.33081328628304274,0.13043478260869568,0.0
