raceId,year,circuitId,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driverId,constructorId,grid,results_positionOrder,circuit_country,constructor_wins,constructor_nationality,driver_nationality,driver_wins,driver_age,Unnamed: 0,qualifying_position,q1_time_ms,q2_time_ms,q3_time_ms,results_points
4,2009,0.6920049504578828,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.44776168196334803,4,1,5,1.887576511158973,-0.3023279369382998,33,1.887576511158973,0.6000000000000001,77,4.0,10178.0,10042.0,9444.0,10.0
53,2006,0.6920049504578828,0.0,0.0,1.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,3,4,5,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.44999999999999996,1093,3.0,9803.0,9225.0,9649.0,5.0
92,2004,0.6920049504578828,0.0,0.0,1.0,0.0,1.0,0.35530221024768355,-0.4902543132256861,6,3,5,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3500000000000001,1902,6.0,9856.0,27578.0,27352.0,6.0
337,2010,0.6920049504578828,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,8,7,5,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.6499999999999999,4082,8.0,12215.0,11668.0,12172.0,6.0
883,2013,0.6920049504578828,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,10,10,5,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8,5549,10.0,9471.0,10002.0,27352.0,1.0
20,2008,0.6920049504578828,0.0,0.0,1.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,9,20,5,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.55,385,9.0,9993.0,9562.0,9557.0,0.0
38,2007,0.6920049504578828,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,16,20,5,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.5,773,16.0,10267.0,10031.0,27352.0,0.0
73,2005,0.6920049504578828,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,11,14,5,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3999999999999999,1523,11.0,9957.0,9691.0,27352.0,0.0
902,2014,0.6920049504578828,0.0,0.0,1.0,0.0,0.0,0.35530221024768355,0.3364058758658942,6,17,5,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8500000000000001,5947,7.0,10199.0,10114.0,9787.0,0.0
5,2009,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.44776168196334803,1,1,28,2.623111020202141,-0.3023279369382998,33,2.623111020202141,0.6000000000000001,91,1.0,8707.0,8192.0,8527.0,10.0
21,2008,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,13,6,28,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.55,416,13.0,8857.0,8311.0,27352.0,3.0
58,2006,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,8,6,28,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.44999999999999996,1205,8.0,7654.0,7650.0,7608.0,3.0
341,2010,-0.08822571908537855,0.0,0.0,1.0,0.0,0.0,0.35530221024768355,0.3364058758658942,5,5,28,1.152042002115805,-0.3023279369382998,33,1.152042002115805,0.6499999999999999,4182,5.0,9015.0,8268.0,8991.0,10.0
845,2011,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,5,3,28,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.7,4635,5.0,8828.0,8250.0,9096.0,15.0
884,2013,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,14,8,28,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8,5566,14.0,8466.0,8555.0,27352.0,4.0
39,2007,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,14,12,28,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.5,791,14.0,8703.0,8320.0,27352.0,0.0
94,2004,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,14,8,28,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3500000000000001,1953,14.0,8275.0,27578.0,27352.0,1.0
904,2014,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,8,11,28,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8500000000000001,5991,8.0,9079.0,9270.0,9035.0,0.0
930,2015,-0.08822571908537855,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,14,16,28,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8999999999999999,6379,14.0,9513.0,9554.0,27352.0,0.0
112,2003,-0.08822571908537855,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,5,9,28,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.30000000000000004,2307,5.0,8504.0,27578.0,27352.0,0.0
6,2009,-0.03527022627769638,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.44776168196334803,1,1,19,3.358645529245309,-0.3023279369382998,33,3.358645529245309,0.6000000000000001,113,1.0,7710.0,7516.0,8302.0,10.0
95,2004,-0.03527022627769638,1.0,0.0,1.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,2,2,19,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3500000000000001,1962,3.0,7796.0,27578.0,27352.0,8.0
846,2011,-0.03527022627769638,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,2,3,19,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.7,4659,2.0,7897.0,7945.0,8297.0,15.0
885,2013,-0.03527022627769638,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,9,6,19,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8,5578,9.0,9044.0,8120.0,8147.0,8.0
931,2015,-0.03527022627769638,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,10,8,19,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8999999999999999,6400,12.0,8192.0,7793.0,27352.0,4.0
23,2008,-0.03527022627769638,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,11,11,19,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.55,463,12.0,7859.0,7701.0,27352.0,0.0
40,2007,-0.03527022627769638,0.0,0.0,0.0,0.0,1.0,0.35530221024768355,-0.6618636158540444,10,11,19,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.5,815,10.0,7997.0,8057.0,8639.0,0.0
59,2006,-0.03527022627769638,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,13,11,19,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.44999999999999996,1229,13.0,7585.0,8382.0,27352.0,0.0
905,2014,-0.03527022627769638,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,12,6,19,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8500000000000001,6014,12.0,8590.0,8688.0,27352.0,8.0
342,2010,-0.03527022627769638,0.0,0.0,1.0,0.0,0.0,0.35530221024768355,0.3364058758658942,8,20,19,1.152042002115805,-0.3023279369382998,33,1.152042002115805,0.6499999999999999,4214,8.0,8123.0,7650.0,8037.0,0.0
114,2003,-0.03527022627769638,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,20,20,19,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.30000000000000004,2337,20.0,201680.0,27578.0,27352.0,0.0
7,2009,-0.026584016873352084,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.44776168196334803,2,1,31,4.094180038288477,-0.3023279369382998,33,4.094180038288477,0.6000000000000001,130,2.0,9055.0,8930.0,9221.0,10.0
66,2006,-0.026584016873352084,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,6,4,31,0.4165074930726372,-0.8692407920079599,33,0.4165074930726372,0.44999999999999996,1375,7.0,9022.0,9472.0,9490.0,5.0
84,2005,-0.026584016873352084,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,13,5,31,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3999999999999999,1747,13.0,9063.0,27578.0,27352.0,4.0
343,2010,-0.026584016873352084,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,4,2,31,1.152042002115805,-0.3023279369382998,33,1.152042002115805,0.6499999999999999,4240,4.0,9255.0,8977.0,9381.0,18.0
844,2011,-0.026584016873352084,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,6,6,31,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.7,4611,6.0,9074.0,9085.0,9482.0,8.0
22,2008,-0.026584016873352084,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,13,11,31,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.55,431,13.0,9128.0,8998.0,27352.0,0.0
47,2007,-0.026584016873352084,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,21,13,31,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.5,964,21.0,9173.0,9020.0,27352.0,0.0
8,2009,-0.09261351032668924,0.0,0.0,0.0,0.0,1.0,0.35530221024768355,0.44776168196334803,6,6,33,4.094180038288477,-0.3023279369382998,33,4.094180038288477,0.6000000000000001,159,6.0,8757.0,8463.0,8289.0,3.0
81,2005,-0.09261351032668924,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,2,5,33,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3999999999999999,1689,3.0,8207.0,27578.0,27352.0,4.0
100,2004,-0.09261351032668924,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,3,4,33,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3500000000000001,2065,3.0,8380.0,27578.0,27352.0,5.0
118,2003,-0.09261351032668924,1.0,0.0,0.0,0.0,1.0,0.35530221024768355,-0.4902543132256861,20,8,33,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.30000000000000004,2416,20.0,201680.0,27578.0,27352.0,1.0
161,2000,-0.09261351032668924,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.3846628266786927,6,5,33,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.1499999999999999,2654,6.0,9333.0,27578.0,27352.0,2.0
346,2010,-0.09261351032668924,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,14,4,33,1.152042002115805,-0.3023279369382998,33,1.152042002115805,0.6499999999999999,4305,14.0,9535.0,9799.0,27352.0,12.0
887,2013,-0.09261351032668924,0.0,0.0,1.0,0.0,0.0,0.35530221024768355,0.3364058758658942,10,13,33,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8,5640,11.0,10079.0,9749.0,27352.0,0.0
908,2014,-0.09261351032668924,0.0,0.0,0.0,0.0,1.0,0.35530221024768355,0.3364058758658942,3,4,33,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8500000000000001,6081,3.0,10825.0,10179.0,10000.0,12.0
44,2007,-0.09261351032668924,1.0,0.0,1.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,18,10,33,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.5,892,18.0,8435.0,27578.0,27352.0,0.0
934,2015,-0.09261351032668924,0.0,0.0,0.0,1.0,0.0,0.35530221024768355,0.3364058758658942,18,19,33,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8999999999999999,6453,18.0,9707.0,27578.0,27352.0,0.0
26,2008,-0.09261351032668924,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,17,15,33,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.55,517,17.0,8731.0,27578.0,27352.0,0.0
60,2006,-0.09261351032668924,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,19,19,33,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.44999999999999996,1238,19.0,8547.0,27578.0,27352.0,0.0
849,2011,-0.09261351032668924,0.0,0.0,0.0,1.0,0.0,0.35530221024768355,0.3364058758658942,5,20,33,0.4165074930726372,-0.3023279369382998,33,0.4165074930726372,0.7,4738,5.0,9630.0,9473.0,9998.0,0.0
9,2009,-0.7576774530790403,1.0,0.0,0.0,0.0,1.0,0.35530221024768355,0.44776168196334803,3,5,11,4.094180038288477,-0.3023279369382998,33,4.094180038288477,0.6000000000000001,178,3.0,9668.0,9932.0,9673.0,4.0
77,2005,-0.7576774530790403,1.0,0.0,1.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,13,10,11,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3999999999999999,1599,13.0,9794.0,27578.0,27352.0,0.0
96,2004,-0.7576774530790403,1.0,0.0,0.0,0.0,1.0,0.35530221024768355,-0.4902543132256861,5,3,11,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3500000000000001,1982,5.0,9145.0,27578.0,27352.0,6.0
888,2013,-0.7576774530790403,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,9,6,11,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8,5663,9.0,9281.0,9269.0,27352.0,8.0
116,2003,-0.7576774530790403,0.0,0.0,0.0,0.0,1.0,0.35530221024768355,-0.4902543132256861,12,7,11,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.30000000000000004,2381,12.0,9695.0,27578.0,27352.0,2.0
45,2007,-0.7576774530790403,0.0,0.0,0.0,1.0,0.0,0.35530221024768355,-0.6618636158540444,17,18,11,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.5,925,17.0,10183.0,27578.0,27352.0,0.0
57,2006,-0.7576774530790403,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,6,18,11,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.44999999999999996,1179,6.0,9520.0,9755.0,9940.0,0.0
850,2011,-0.7576774530790403,0.0,0.0,0.0,1.0,0.0,0.35530221024768355,0.3364058758658942,7,20,11,0.4165074930726372,-0.3023279369382998,33,0.4165074930726372,0.7,4754,7.0,9524.0,9632.0,9388.0,0.0
10,2009,0.15815843841350247,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.44776168196334803,8,7,12,4.094180038288477,-0.3023279369382998,33,4.094180038288477,0.6000000000000001,194,8.0,8571.0,8707.0,8711.0,2.0
65,2006,0.15815843841350247,0.0,1.0,0.0,1.0,0.0,0.35530221024768355,-0.6618636158540444,14,1,12,0.4165074930726372,-0.8692407920079599,33,0.4165074930726372,0.44999999999999996,1364,4.0,8820.0,8843.0,8092.0,10.0
83,2005,0.15815843841350247,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,8,5,12,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3999999999999999,1717,8.0,8402.0,27578.0,27352.0,4.0
102,2004,0.15815843841350247,0.0,0.0,1.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,4,5,12,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.3500000000000001,2097,4.0,8600.0,27578.0,27352.0,4.0
851,2011,0.15815843841350247,0.0,0.0,0.0,1.0,0.0,0.35530221024768355,0.3364058758658942,3,1,12,1.152042002115805,-0.3023279369382998,33,1.152042002115805,0.7,4783,3.0,8238.0,8578.0,8024.0,25.0
890,2013,0.15815843841350247,1.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,13,7,12,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8,5671,13.0,8231.0,8777.0,27352.0,6.0
910,2014,0.15815843841350247,0.0,0.0,0.0,1.0,0.0,0.35530221024768355,0.3364058758658942,7,10,12,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8500000000000001,6117,7.0,9212.0,8902.0,8694.0,1.0
936,2015,0.15815843841350247,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,16,9,12,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.8999999999999999,6466,16.0,9139.0,27578.0,27352.0,2.0
28,2008,0.15815843841350247,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,12,12,12,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.55,555,12.0,8888.0,8332.0,27352.0,0.0
120,2003,0.15815843841350247,0.0,0.0,1.0,0.0,0.0,0.35530221024768355,-0.4902543132256861,14,10,12,-0.3190270159705307,-0.3023279369382998,33,-0.3190270159705307,0.30000000000000004,2471,14.0,9147.0,27578.0,27352.0,0.0
348,2010,0.15815843841350247,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,0.3364058758658942,11,8,12,1.152042002115805,-0.3023279369382998,33,1.152042002115805,0.6499999999999999,4350,11.0,8522.0,8392.0,27352.0,4.0
46,2007,0.15815843841350247,0.0,0.0,0.0,0.0,0.0,0.35530221024768355,-0.6618636158540444,17,20,12,-0.3190270159705307,-0.8692407920079599,33,-0.3190270159705307,0.5,941,17.0,8837.0,27578.0,27352.0,0.0
11,2009,0.021108922723975083,1.0,0.0,1.0,0.0,0.0,0.35530221024768355,0.44776168196334803,5,7,28,4.094180038288477,-0.3023279369382998,33,4.094180038288477,0.6000000000000001,217,5.0,10331.0,10401.0,10721.0,2.0
